# Result of Exception Analysis....

1A	[signaler] NoSuchElementException	org.argouml.util.SingleElementIterator	next(		[handler] Throwable	org.argouml.cognitive.Designer	run(	
20S	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20T	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20U	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20V	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20W	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20X	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20Y	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20Z	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20[	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20\	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20]	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20^	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
20_	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
20`	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
20a	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
20b	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
20c	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
20d	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
20e	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20f	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20g	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20h	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20i	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20j	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20k	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20l	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
21A	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21B	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21C	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21D	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21E	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
21F	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
21G	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21H	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21I	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21J	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21K	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21L	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21M	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21N	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21O	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21P	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21Q	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21R	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21S	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21T	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21U	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21V	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21W	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21X	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21Y	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21Z	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21[	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21\	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21]	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21^	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
21_	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
21`	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
21a	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
21b	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
21c	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
21d	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22A	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22B	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22C	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22D	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22E	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22F	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22G	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22H	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22I	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22J	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22K	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22L	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22M	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22N	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22O	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22P	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22Q	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22R	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22S	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22T	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22U	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22V	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22W	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22X	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22Y	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22Z	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22[	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22\	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22]	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22^	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
22_	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22`	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22a	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22b	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22c	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22d	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
22e	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22f	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22g	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22h	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22i	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22j	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22k	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22l	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
23A	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
23B	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSupport
23C	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23D	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23E	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23F	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23G	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23H	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23I	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23J	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23K	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23L	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23M	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23N	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23O	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23P	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23Q	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23R	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23S	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23T	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
23U	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSupport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSupport
