# Result of Exception Analysis....

1A	[signaler] NoSuchElementException	org.argouml.util.SingleElementIterator	next(		[handler] Throwable	org.argouml.cognitive.Designer	run(	
20S	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20T	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20U	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20V	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20W	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20X	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20Y	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20Z	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20[	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20\	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20]	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20^	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20_	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
20`	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
20a	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
20b	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
20c	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
20d	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
20e	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20f	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20g	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20h	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20i	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20j	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20k	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20l	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
21A	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21B	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21C	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21D	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21E	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
21F	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
21G	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21H	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21I	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21J	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21K	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21L	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21M	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21N	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21O	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21P	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21Q	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21R	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21S	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21T	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21U	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21V	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21W	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21X	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21Y	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21Z	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21[	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21\	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21]	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21^	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
21_	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
21`	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
21a	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
21b	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
21c	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
21d	[signaler] IllegalArgumentException	org.argouml.kernel.ProfileConfiguration	findTypeInModel(String,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22A	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22B	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22C	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22D	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22E	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22F	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22G	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22H	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22I	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22J	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22K	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22L	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22M	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22N	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22O	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22P	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22Q	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22R	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22S	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22T	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22U	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22V	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22W	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22X	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22Y	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22Z	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22[	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22\	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22]	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22^	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
22_	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22`	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22a	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22b	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22c	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22d	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
22e	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22f	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22g	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22h	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22i	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22j	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22k	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
22l	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addModelMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
23A	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
23B	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
23C	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23D	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23E	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23F	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23G	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23H	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23I	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23J	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23K	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23L	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23M	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23N	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23O	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23P	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23Q	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23R	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23S	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23T	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
23U	[signaler] IllegalArgumentException	org.argouml.uml.cognitive.UMLToDoItem	checkArgument(java.lang.Object)	CognitiveSuport	[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
